Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q
CBRE,2024,Q,3,Polk County,Polk County,Manufacturing,Industrial,7578970,0.02,0,0,10.32,,
CBRE,2024,Q,3,Polk County,Polk County,Warehouse/Distribution,Industrial,56055682,0.113,618178,2309955,7.29,,
CBRE,2024,Q,3,Polk County,Polk County,R&D/Flex,Industrial,495846,0.025,0,0,15,,
CBRE,2024,Q,3,Polk County,Polk County Total,,,64130498,0.102,618178,2309955,7.41,,
CBRE,2024,Q,3,Portland,Northeast,,Industrial,50534766,0.069,103436,789835,0.88,216669,
CBRE,2024,Q,3,Portland,Northwest,,Industrial,39816010,0.092,-593960,0,0.85,0,
CBRE,2024,Q,3,Portland,Southeast,,Industrial,31333727,0.015,84777,0,0.9,0,
CBRE,2024,Q,3,Portland,Southwest,,Industrial,40042259,0.04,-132725,849298,0.92,445007,
CBRE,2024,Q,3,Portland,Sunset Corridor,,Industrial,32437552,0.02,51831,590708,0.92,155500,
CBRE,2024,Q,3,Portland,Clark County,,Industrial,28242691,0.077,362934,1104460,0.88,809568,
CBRE,2024,Q,3,Portland,Total,,Industrial,222407005,0.054,-123707,3334301,,1626744,
CBRE,2024,Q,3,Puget Sound,Seattle Close-In,Downtown/Lake Union,Industrial,1818418,0.153,-15771,0,,,
CBRE,2024,Q,3,Puget Sound,Seattle Close-In,North Seattle/Interbay,Industrial,6854147,0.104,48537,12454,,,
CBRE,2024,Q,3,Puget Sound,Seattle Close-In,East Seattle/Capitol Hill/Rainier Valley,Industrial,1801563,0.133,-6468,0,,,
CBRE,2024,Q,3,Puget Sound,Seattle Close-In,South/West Seattle,Industrial,39568144,0.096,-270782,0,,,
CBRE,2024,Q,3,Puget Sound,Seattle Close-In,,Industrial,50042272,0.101,-229583,12454,1.79,,
CBRE,2024,Q,3,Puget Sound,Kent Valley,SeaTac,Industrial,6057078,0.053,-206505,388453,,,
CBRE,2024,Q,3,Puget Sound,Kent Valley,Tukwila,Industrial,12161553,0.088,-207603,0,,,
CBRE,2024,Q,3,Puget Sound,Kent Valley,Renton,Industrial,16164753,0.02,-3419,0,,,
CBRE,2024,Q,3,Puget Sound,Kent Valley,Kent,Industrial,48878073,0.068,-344701,223517,,,
CBRE,2024,Q,3,Puget Sound,Kent Valley,Auburn,Industrial,28091325,0.044,65431,0,,,
CBRE,2024,Q,3,Puget Sound,Kent Valley,Federal Way,Industrial,3099567,0.195,994156,474424,,,
CBRE,2024,Q,3,Puget Sound,Kent Valley,Sumner,Industrial,19411608,0.074,-853886,0,,,
CBRE,2024,Q,3,Puget Sound,Kent Valley,,Industrial,133863957,0.062,700936,1086394,1.15,,
CBRE,2024,Q,3,Puget Sound,Tacoma/Fife,Port of Tacoma,Industrial,12544453,0.052,-281091,26000,,,
CBRE,2024,Q,3,Puget Sound,Tacoma/Fife,Tacoma West,Industrial,5845188,0.05,20895,1481295,,,
CBRE,2024,Q,3,Puget Sound,Tacoma/Fife,Fife,Industrial,13201921,0.076,-117918,251500,,,
CBRE,2024,Q,3,Puget Sound,Tacoma/Fife,Puyallup,Industrial,8537909,0.089,17200,389303,,,
CBRE,2024,Q,3,Puget Sound,Tacoma/Fife,Frederickson,Industrial,15290615,0.146,1645042,1118480,,,
CBRE,2024,Q,3,Puget Sound,Tacoma/Fife,Lakewood,Industrial,7250968,0.12,-131155,135496,,,
CBRE,2024,Q,3,Puget Sound,Tacoma/Fife,DuPont,Industrial,4635287,0.106,-4440,0,,,
CBRE,2024,Q,3,Puget Sound,Tacoma/Fife,Gig Harbor,Industrial,757586,0.132,13000,0,,,
CBRE,2024,Q,3,Puget Sound,Tacoma/Fife,,Industrial,68063927,0.094,1485835,3402074,0.89,,
CBRE,2024,Q,3,Puget Sound,Eastside,Bellevue,Industrial,2030527,0.037,19180,0,,,
CBRE,2024,Q,3,Puget Sound,Eastside,I-90 Corridor,Industrial,2652400,0.149,-319,0,,,
CBRE,2024,Q,3,Puget Sound,Eastside,Kirkland/Totem Lake,Industrial,2318166,0.014,7498,0,,,
CBRE,2024,Q,3,Puget Sound,Eastside,Overlake,Industrial,704781,0.287,-35305,0,,,
CBRE,2024,Q,3,Puget Sound,Eastside,Marymoor,Industrial,3484130,0.031,11632,0,,,
CBRE,2024,Q,3,Puget Sound,Eastside,Willows,Industrial,3846437,0.063,-32758,0,,,
CBRE,2024,Q,3,Puget Sound,Eastside,Bothell,Industrial,3052718,0.082,-13663,0,,,
CBRE,2024,Q,3,Puget Sound,Eastside,Woodinville/Maltby,Industrial,6960081,0.05,-74199,0,,,
CBRE,2024,Q,3,Puget Sound,Eastside,,Industrial,25049240,0.066,-117934,0,1.81,,
CBRE,2024,Q,3,Puget Sound,Northend,Lynnwood/Edmonds/Mtlk Terrace,Industrial,2579822,0.023,5036,115400,,,
CBRE,2024,Q,3,Puget Sound,Northend,Monroe,Industrial,2041027,0.08,-23730,0,,,
CBRE,2024,Q,3,Puget Sound,Northend,Mukilteo,Industrial,2980771,0.112,3746,0,,,
CBRE,2024,Q,3,Puget Sound,Northend,Everett,Industrial,11135645,0.136,54995,125048,,,
CBRE,2024,Q,3,Puget Sound,Northend,No. Snohomish,Industrial,5932940,0.207,12069,307860,,,
CBRE,2024,Q,3,Puget Sound,Northend,,Industrial,24670205,0.134,52116,548308,1.17,,
CBRE,2024,Q,3,Puget Sound,Puget Sound (3- county),,,301689601,0.081,1826658,5049230,1.28,,
CBRE,2024,Q,3,Puget Sound,,,Whse/Bus Pk/Manuf,294095871,0.08,1923424,5049230,1.26,,
CBRE,2024,Q,3,Puget Sound,,,Flex,9354432,0.129,-96766,0,1.62,,
CBRE,2024,Q,3,Puget Sound,Thurston County,Lacey,Industrial,12438673,0.054,-323286,38000,,,
CBRE,2024,Q,3,Puget Sound,Thurston County,Olympia Core,Industrial,822123,0,0,0,,,
CBRE,2024,Q,3,Puget Sound,Thurston County,Tumwater,Industrial,4673438,0.094,-15000,57900,,,
CBRE,2024,Q,3,Puget Sound,Thurston County,Outlying Thurston,Industrial,395220,0,0,0,,,
CBRE,2024,Q,3,Puget Sound,Thurston County,,Industrial,18329454,0.061,-338286,95900,0.78,,
CBRE,2024,Q,3,Puget Sound,Lewis County,,,5638167,0,0,107125,,,
CBRE,2024,Q,3,Puget Sound,Five-County Total,,,325657222,0.079,1488372,5252255,1.27,,
CBRE,2024,Q,3,Raleigh Durham,West Raleigh,,Warehouse,1376849,0.053,-24067,,10.95,,
CBRE,2024,Q,3,Raleigh Durham,US 70/Glenwood Avenue,,Warehouse,2672038,0.001,217348,,11.09,,
CBRE,2024,Q,3,Raleigh Durham,Six Forks/Falls of Neuse Road,,Warehouse,2800156,0.231,-336451,,10.02,,
CBRE,2024,Q,3,Raleigh Durham,US 1/Capital Boulevard,,Warehouse,7799575,0.011,12678,,11.74,,
CBRE,2024,Q,3,Raleigh Durham,Eastern Wake,,Warehouse,22308655,0.04,414101,1174870,10.56,,
CBRE,2024,Q,3,Raleigh Durham,Southern Wake,,Warehouse,6079781,0.048,-3839,116555,11,,
CBRE,2024,Q,3,Raleigh Durham,Cary,,Warehouse,2612692,0.037,-72906,,10.95,,
CBRE,2024,Q,3,Raleigh Durham,RTP/I-40 Corridor,,Warehouse,21128278,0.018,43940,639572,10.41,,
CBRE,2024,Q,3,Raleigh Durham,North Durham,,Warehouse,2664856,0.012,-33178,644400,10.91,,
CBRE,2024,Q,3,Raleigh Durham,South Durham,,Warehouse,1768646,0.019,-8396,0,11.9,,
CBRE,2024,Q,3,Raleigh Durham,Orange County,,Warehouse,5971736,0.151,513812,0,8.54,,
CBRE,2024,Q,3,Raleigh Durham,Core Market Totals,,Warehouse,77183262,0.046,723042,2575397,10.51,,
CBRE,2024,Q,3,Raleigh Durham,Johnston County,,Warehouse,10083114,0.101,65418,0,6.99,,
CBRE,2024,Q,3,Raleigh Durham,US 1/64 West Corridor,,Warehouse,8972768,0.052,-78500,1224820,6.1,,
CBRE,2024,Q,3,Raleigh Durham,Franklin County,,Warehouse,3617412,0.034,-26100,20000,8.06,,
CBRE,2024,Q,3,Raleigh Durham,Granville County,,Warehouse,5334599,0.023,50000,0,7.98,,
CBRE,2024,Q,3,Raleigh Durham,Outlying Market Totals,,Warehouse,28007893,0.061,10818,1244820,7,,
CBRE,2024,Q,3,Raleigh Durham,Market Totals,,Warehouse,105191155,0.051,733860,3820217,9.41,,
CBRE,2024,Q,3,Reno,Central/Airport,,Bulk,8125560,0.051,-120316,,0.96,,
CBRE,2024,Q,3,Reno,Central/Airport,,Flex,2661474,0.045,-28395,,1.08,,
CBRE,2024,Q,3,Reno,Central/Airport,,,10787034,0.05,-64463,,0.99,,
CBRE,2024,Q,3,Reno,East Valley,,Bulk,31567200,0.107,-245000,,0.76,,
CBRE,2024,Q,3,Reno,East Valley,,Flex,122687,0,0,,,,
CBRE,2024,Q,3,Reno,East Valley,,,31689887,0.107,-245000,,0.76,,
CBRE,2024,Q,3,Reno,North Valley,,Bulk,26840308,0.123,-704212,,0.87,,
CBRE,2024,Q,3,Reno,North Valley,,Flex,228956,0,8354,,,,
CBRE,2024,Q,3,Reno,North Valley,,,27069264,0.122,-695858,,0.87,,
CBRE,2024,Q,3,Reno,South Reno,,Bulk,9186650,0.166,-184080,,1.04,,
CBRE,2024,Q,3,Reno,South Reno,,Flex,1984051,0.041,-17423,,1.37,,
CBRE,2024,Q,3,Reno,South Reno,,,11170701,0.144,-159665,,1.06,,
CBRE,2024,Q,3,Reno,Sparks,,Bulk,27957143,0.089,-1667144,,0.83,,
CBRE,2024,Q,3,Reno,Sparks,,Flex,2961252,0.041,-8192,,1.11,,
CBRE,2024,Q,3,Reno,Sparks,,,30918395,0.084,-1675336,,0.85,,
CBRE,2024,Q,3,Reno,West Reno,,Bulk,2644063,0.231,-80776,,0.92,,
CBRE,2024,Q,3,Reno,West Reno,,Flex,409060,0,0,,,,
CBRE,2024,Q,3,Reno,West Reno,,,3053123,0.2,-80776,,0.92,,
CBRE,2024,Q,3,Reno,,,Bulk,106320924,0.11,-1713008,,0.85,,
CBRE,2024,Q,3,Reno,,,Flex,8367480,0.039,-55867,,1.17,,
CBRE,2024,Q,3,Reno,Market Total,,,114688404,0.105,-1768875,,0.86,,
CBRE,2024,Q,3,Richmond,Northeast,,Warehouse,24438030,0.039,-248737,25000,8.72,,
CBRE,2024,Q,3,Richmond,Northwest,,Warehouse,21589684,0.079,107732,249500,7.8,,
CBRE,2024,Q,3,Richmond,Southeast,,Warehouse,50811255,0.02,577658,2500000,7.84,,
CBRE,2024,Q,3,Richmond,Southwest,,Warehouse,37239296,0.023,-76603,505068,7,,
CBRE,2024,Q,3,Richmond,,,Warehouse,134078265,0.034,360050,3279568,7.71,,
CBRE,2024,Q,3,Richmond,Northeast,,Flex,1784040,0.12,-37104,0,12.66,,
CBRE,2024,Q,3,Richmond,Northwest,,Flex,5240305,0.049,60901,22000,12.04,,
CBRE,2024,Q,3,Richmond,Southeast,,Flex,1496369,0.097,-26134,0,11.65,,
CBRE,2024,Q,3,Richmond,Southwest,,Flex,2938495,0.025,79052,0,10,,
CBRE,2024,Q,3,Richmond,,,Flex,11459209,0.06,76715,22000,11.93,,
CBRE,2024,Q,3,Richmond,Northeast,,Overall,26222070,0.045,-285841,25000,9.88,,
CBRE,2024,Q,3,Richmond,Northwest,,Overall,26829989,0.073,168633,271500,8.36,,
CBRE,2024,Q,3,Richmond,Southeast,,Overall,52307624,0.022,551524,2500000,8.37,,
CBRE,2024,Q,3,Richmond,Southwest,,Overall,40177791,0.023,2449,505068,7.16,,
CBRE,2024,Q,3,Richmond,Total,,,145537474,0.036,436765,3301568,8.29,,
CBRE,2024,Q,3,Sacramento Snapshot,Northgate/Natomas,,Distribution - Class A,13680912,0.156,,,0.8,,
CBRE,2024,Q,3,Sacramento Snapshot,Northgate/Natomas,,Distribution - Class B,1509235,0.103,,,0.92,,
CBRE,2024,Q,3,Sacramento Snapshot,Northgate/Natomas,,Flex / High Tech / R&D,2947984,0.075,,,0.86,,
CBRE,2024,Q,3,Sacramento Snapshot,Northgate/Natomas,,Light Industrial - Class A,2027860,0.017,,,0.95,,
CBRE,2024,Q,3,Sacramento Snapshot,Northgate/Natomas,,Light Industrial - Class B,3326362,0.037,,,0.71,,
CBRE,2024,Q,3,Sacramento Snapshot,Richards,,Distribution - Class B,1152769,0.03,,,0.48,,
CBRE,2024,Q,3,Sacramento Snapshot,Richards,,Flex / High Tech / R&D,372168,0.013,,,0.65,,
CBRE,2024,Q,3,Sacramento Snapshot,Richards,,Light Industrial - Class B,1477961,0.049,,,0.78,,
CBRE,2024,Q,3,Sacramento Snapshot,Downtown/Midtown/East Sac,,Light Industrial - Class B,2359648,0.018,,,0.89,,
CBRE,2024,Q,3,Sacramento Snapshot,West Sacramento,,Distribution - Class A,8539814,0.128,,,0.83,,
CBRE,2024,Q,3,Sacramento Snapshot,West Sacramento,,Distribution - Class B,3090261,0.082,,,0.76,,
CBRE,2024,Q,3,Sacramento Snapshot,West Sacramento,,Flex / High Tech / R&D,1760588,0.022,,,0.92,,
CBRE,2024,Q,3,Sacramento Snapshot,West Sacramento,,Light Industrial - Class A,1554089,0.036,,,0.89,,
CBRE,2024,Q,3,Sacramento Snapshot,West Sacramento,,Light Industrial - Class B,6354716,0.015,,,0.79,,
CBRE,2024,Q,3,Sacramento Snapshot,South Sacramento,,Light Industrial - Class B,2736663,0.026,,,1.05,,
CBRE,2024,Q,3,Sacramento Snapshot,Elk Grove/Laguna/Galt,,Distribution - Class A,2687907,0.01,,,0.98,,
CBRE,2024,Q,3,Sacramento Snapshot,Elk Grove/Laguna/Galt,,Flex / High Tech / R&D,550149,0.01,,,1.31,,
CBRE,2024,Q,3,Sacramento Snapshot,Elk Grove/Laguna/Galt,,Light Industrial - Class A,477006,0.09,,,1.23,,
CBRE,2024,Q,3,Sacramento Snapshot,Elk Grove/Laguna/Galt,,Light Industrial - Class B,1946700,0.012,,,0.89,,
CBRE,2024,Q,3,Sacramento Snapshot,Power Inn Area,,Distribution - Class A,4632118,0.037,,,0.76,,
CBRE,2024,Q,3,Sacramento Snapshot,Power Inn Area,,Distribution - Class B,2995110,0.013,,,0.61,,
CBRE,2024,Q,3,Sacramento Snapshot,Power Inn Area,,Flex / High Tech / R&D,1388943,0.109,,,0.79,,
CBRE,2024,Q,3,Sacramento Snapshot,Power Inn Area,,Light Industrial - Class B,13206288,0.021,,,0.76,,
CBRE,2024,Q,3,Sacramento Snapshot,Northeast Sacramento,,Distribution - Class B,386496,0.14,,,0.5,,
CBRE,2024,Q,3,Sacramento Snapshot,Northeast Sacramento,,Flex / High Tech / R&D,808064,0.045,,,0.75,,
CBRE,2024,Q,3,Sacramento Snapshot,Northeast Sacramento,,Light Industrial - Class A,1581271,0.012,,,0.61,,
CBRE,2024,Q,3,Sacramento Snapshot,Northeast Sacramento,,Light Industrial - Class B,2841829,0.029,,,1.07,,
CBRE,2024,Q,3,Sacramento Snapshot,Rancho Cordova,,Distribution - Class A,2104272,0.341,,,0.76,,
CBRE,2024,Q,3,Sacramento Snapshot,Rancho Cordova,,Distribution - Class B,2146864,0.014,,,0.76,,
CBRE,2024,Q,3,Sacramento Snapshot,Rancho Cordova,,Flex / High Tech / R&D,2989484,0.041,,,0.96,,
CBRE,2024,Q,3,Sacramento Snapshot,Rancho Cordova,,Light Industrial - Class A,1225196,0.049,,,1.04,,
CBRE,2024,Q,3,Sacramento Snapshot,Rancho Cordova,,Light Industrial - Class B,5115565,0.029,,,0.81,,
CBRE,2024,Q,3,Sacramento Snapshot,Roseville/Rocklin,,Distribution - Class A,3269403,0,,,0.75,,
CBRE,2024,Q,3,Sacramento Snapshot,Roseville/Rocklin,,Distribution - Class B,2948721,0,,,0.9,,
CBRE,2024,Q,3,Sacramento Snapshot,Roseville/Rocklin,,Flex / High Tech / R&D,3426198,0.063,,,1.12,,
CBRE,2024,Q,3,Sacramento Snapshot,Roseville/Rocklin,,Light Industrial - Class A,1270032,0.025,,,0.96,,
CBRE,2024,Q,3,Sacramento Snapshot,Roseville/Rocklin,,Light Industrial - Class B,3385035,0.016,,,1.05,,
CBRE,2024,Q,3,Sacramento Snapshot,I-80/Roseville Road,,Flex / High Tech / R&D,574139,0.018,,,0.9,,
CBRE,2024,Q,3,Sacramento Snapshot,I-80/Roseville Road,,Light Industrial - Class A,489972,0.17,,,0.92,,
CBRE,2024,Q,3,Sacramento Snapshot,I-80/Roseville Road,,Light Industrial - Class B,4993589,0.026,,,0.94,,
CBRE,2024,Q,3,Sacramento Snapshot,Lincoln,,Distribution - Class A,1597248,0.036,,,0.68,,
CBRE,2024,Q,3,Sacramento Snapshot,Lincoln,,Light Industrial - Class A,37800,0,,,0.9,,
CBRE,2024,Q,3,Sacramento Snapshot,Lincoln,,Light Industrial - Class B,540391,0.023,,,1.15,,
CBRE,2024,Q,3,Sacramento Snapshot,Woodland/Davis,,Distribution - Class A,7316070,0.071,,,0.62,,
CBRE,2024,Q,3,Sacramento Snapshot,Woodland/Davis,,Distribution - Class B,4121790,0.035,,,0.57,,
CBRE,2024,Q,3,Sacramento Snapshot,Woodland/Davis,,Flex / High Tech / R&D,801675,0.068,,,1,,
CBRE,2024,Q,3,Sacramento Snapshot,Woodland/Davis,,Light Industrial - Class A,294198,0.366,,,1.25,,
CBRE,2024,Q,3,Sacramento Snapshot,Woodland/Davis,,Light Industrial - Class B,2060106,0.032,,,0.45,,
CBRE,2024,Q,3,Sacramento Snapshot,Folsom/El Dorado Hills,,Flex / High Tech / R&D,2120001,0.039,,,0.96,,
CBRE,2024,Q,3,Sacramento Snapshot,Folsom/El Dorado Hills,,Light Industrial - Class A,450464,0.328,,,1.25,,
CBRE,2024,Q,3,Sacramento Snapshot,Folsom/El Dorado Hills,,Light Industrial - Class B,917528,0,,,1.14,,
CBRE,2024,Q,3,Sacramento Snapshot,Auburn/Newcastle,,Light Industrial - Class B,1873609,0.032,,,1,,
CBRE,2024,Q,3,Sacramento Snapshot,McClellan Park,,Light Industrial - Class B,1645992,0.071,,,0.6,,
CBRE,2024,Q,3,Sacramento Snapshot,Market Total,,Distribution - Class A,46385271,0.102,,,0.76,,
CBRE,2024,Q,3,Sacramento Snapshot,Market Total,,Distribution - Class B,24147443,0.029,,,0.7,,
CBRE,2024,Q,3,Sacramento Snapshot,Market Total,,Flex / High Tech / R&D,19553743,0.05,,,0.94,,
CBRE,2024,Q,3,Sacramento Snapshot,Market Total,,Incubator,10248076,0.024,,,0.97,,
CBRE,2024,Q,3,Sacramento Snapshot,Market Total,,Light Industrial - Class A,11250986,0.053,,,1.07,,
CBRE,2024,Q,3,Sacramento Snapshot,Market Total,,Light Industrial - Class B,54781982,0.025,,,0.82,,
CBRE,2024,Q,3,Sacramento Snapshot,Market Total,,,194002100,0.051,,,0.81,,
CBRE,2024,Q,3,Sacramento,Northgate/Natomas,,,24797331,0.108,-235009,,0.81,,
CBRE,2024,Q,3,Sacramento,Richards,,,4734986,0.046,-19373,,0.64,,
CBRE,2024,Q,3,Sacramento,Downtown/Midtown/East Sacramento,,,4955716,0.012,76,,0.88,,
CBRE,2024,Q,3,Sacramento,West Sacramento,,,25410592,0.063,-5602,,0.83,,
CBRE,2024,Q,3,Sacramento,South Sacramento,,,5535880,0.045,-31046,,1.23,,
CBRE,2024,Q,3,Sacramento,Elk Grove/Laguna/Galt,,,7815516,0.014,31426,,1.11,,
CBRE,2024,Q,3,Sacramento,Power Inn Area,,,28727452,0.025,59193,,0.75,,
CBRE,2024,Q,3,Sacramento,Northeast Sacramento,,,6924834,0.032,1398,,0.85,,
CBRE,2024,Q,3,Sacramento,Rancho Cordova,,,19522263,0.092,24233,,0.79,,
CBRE,2024,Q,3,Sacramento,Roseville/Rocklin,,,16859070,0.018,-12864,,0.94,,
CBRE,2024,Q,3,Sacramento,I-80/Roseville Rd,,,11048961,0.025,136,,0.93,,
CBRE,2024,Q,3,Sacramento,Lincoln,,,3756011,0.019,42874,,0.75,,
CBRE,2024,Q,3,Sacramento,Woodland/Davis,,,18030675,0.05,-593345,,0.67,,
CBRE,2024,Q,3,Sacramento,Folsom/El Dorado Hills,,,5008830,0.049,41466,,1.15,,
CBRE,2024,Q,3,Sacramento,McClellan Park,,,7822479,0.037,-83316,,0.6,,
CBRE,2024,Q,3,Sacramento,Auburn/Newcastle,,,3051504,0.022,-2135,,0.97,,
CBRE,2024,Q,3,Sacramento,Market Total,,,194002100,0.051,-781888,,0.81,,
CBRE,2024,Q,3,San Antonio,CBD,,,,,,,,,
CBRE,2024,Q,3,San Antonio,CBD,,Class B,305706,0.021,-6537,0,12,0,
CBRE,2024,Q,3,San Antonio,CBD,,,2152612,0.052,-8942,0,12,0,
CBRE,2024,Q,3,San Antonio,North Central,,Class A,1844502,0.405,45936,0,9.5,0,
CBRE,2024,Q,3,San Antonio,North Central,,Class B,6141891,0.04,-79521,0,12.61,0,
CBRE,2024,Q,3,San Antonio,North Central,,,12961772,0.085,-4276,0,11.1,0,
CBRE,2024,Q,3,San Antonio,Northeast,,Class A,35429912,0.202,237694,2957816,7.07,652721,
CBRE,2024,Q,3,San Antonio,Northeast,,Class B,24082020,0.058,21432,207500,7.07,0,
CBRE,2024,Q,3,San Antonio,Northeast,,,81537034,0.114,647468,3165316,7.15,1083529,
CBRE,2024,Q,3,San Antonio,Northwest,,Class A,1415859,0.361,38108,0,10.18,0,
CBRE,2024,Q,3,San Antonio,Northwest,,Class B,7504749,0.037,-17133,0,13.33,0,
CBRE,2024,Q,3,San Antonio,Northwest,,,16613488,0.061,-22698,0,12.06,0,
CBRE,2024,Q,3,San Antonio,South,,Class A,9847010,0.064,-360000,0,15,0,
CBRE,2024,Q,3,San Antonio,South,,Class B,10380531,0.033,353190,720000,5.53,0,
CBRE,2024,Q,3,San Antonio,South,,,26745872,0.054,-311819,720000,6.44,0,
CBRE,2024,Q,3,San Antonio,,,DISTRIBUTION/LOGISTICS,103795272,0.115,-115478,,7.17,,
CBRE,2024,Q,3,San Antonio,,,FLEX/R&D,11163405,0.058,-27497,,11.86,,
CBRE,2024,Q,3,San Antonio,,,MANUFACTURING,24616548,0.01,461208,,8.55,,
CBRE,2024,Q,3,San Antonio,San Antonio Total,,Class A,48537283,0.1865,-38262,3677816,7.32,652721,
CBRE,2024,Q,3,San Antonio,San Antonio Total,,Class B,48414897,0.0466,394243,207500,10.19,0,
CBRE,2024,Q,3,San Antonio,San Antonio Total,,,140010778,0.092,299733,3885316,7.94,1083529,
CBRE,2024,Q,3,San Diego,Central San Diego,,,64343080,0.043,-343288,216800,1.69,0,428777
CBRE,2024,Q,3,San Diego,East County,,,15115536,0.016,-56647,384501,1.38,0,93888
CBRE,2024,Q,3,San Diego,North County,,,50918412,0.055,-42508,143122,1.36,0,850336
CBRE,2024,Q,3,San Diego,South San Diego,,,40237645,0.108,-401581,1755245,1.32,205845,251251
CBRE,2024,Q,3,San Diego,Southwest Riverside,,,15065092,0.036,-1303,0,1.16,0,85492
CBRE,2024,Q,3,San Diego,San Diego Totals,,,185679765,0.057,-845327,2499668,1.42,205845,1709744
CBRE,2024,Q,3,San Francisco Peninsula,North County,Daly City,,1188901,0,0,0,1.57,0,
CBRE,2024,Q,3,San Francisco Peninsula,North County,Brisbane,,4467225,0.093,22586,0,1.75,0,
CBRE,2024,Q,3,San Francisco Peninsula,North County,South San Francisco,,15416072,0.059,-66076,0,1.76,0,
CBRE,2024,Q,3,San Francisco Peninsula,North County,San Bruno,,316342,0,0,0,1.9,0,
CBRE,2024,Q,3,San Francisco Peninsula,North County,Millbrae,,110582,0.196,0,0,1.88,0,
CBRE,2024,Q,3,San Francisco Peninsula,North County,Burlingame,,3975950,0.05,9328,0,1.88,0,
CBRE,2024,Q,3,San Francisco Peninsula,North County,,,25475072,0.06,-34162,0,1.78,0,
CBRE,2024,Q,3,San Francisco Peninsula,Central County,San Mateo,,618880,0.058,0,0,2.22,0,
CBRE,2024,Q,3,San Francisco Peninsula,Central County,Foster City,,21600,0.907,-19600,0,2.05,0,
CBRE,2024,Q,3,San Francisco Peninsula,Central County,Belmont,,574730,0.018,-8308,0,2.08,0,
CBRE,2024,Q,3,San Francisco Peninsula,Central County,San Carlos,,2652047,0.027,16597,0,2.22,0,
CBRE,2024,Q,3,San Francisco Peninsula,Central County,Redwood City,,3010575,0.046,11791,0,2.13,0,
CBRE,2024,Q,3,San Francisco Peninsula,Central County,,,6877832,0.04,480,0,2.13,0,
CBRE,2024,Q,3,San Francisco Peninsula,South County,Menlo Park,,1746598,0.048,-68252,0,2.2,0,
CBRE,2024,Q,3,San Francisco Peninsula,South County,Palo Alto/East PA,,1318677,0.044,-1700,0,2.55,0,
CBRE,2024,Q,3,San Francisco Peninsula,South County,,,3065275,0.047,-69952,0,2.33,0,
CBRE,2024,Q,3,San Francisco Peninsula,,,Manufacturing,5853425,0.036,-75434,0,2.08,0,
CBRE,2024,Q,3,San Francisco Peninsula,,,Warehouse,29564754,0.059,-28200,0,1.82,0,
CBRE,2024,Q,3,San Francisco Peninsula,Total Market,,,35418179,0.055,-103634,0,1.85,0,
CBRE,2024,Q,3,San Francisco,Bayview/Hunters Point,,,7314010,0.06,-95063,0,2.06,0,
CBRE,2024,Q,3,San Francisco,Mission Bay/China Basin,,,3131329,0.167,-3271,0,1.83,0,
CBRE,2024,Q,3,San Francisco,Mission/Potrero,,,8012512,0.054,5084,0,2.12,0,
CBRE,2024,Q,3,San Francisco,Showplace Square,,,922677,0.114,-14266,0,1.99,0,
CBRE,2024,Q,3,San Francisco,South of Market,,,2252710,0.197,-7474,0,2.52,0,
CBRE,2024,Q,3,San Francisco,,,Warehouse,18692075,0.064,-68230,0,2.16,0,
CBRE,2024,Q,3,San Francisco,,,Manufacturing,2941163,0.256,-46760,0,2.15,0,
CBRE,2024,Q,3,San Francisco,San Francisco Total Market,,,21633238,0.09,-114990,0,2.15,0,
CBRE,2024,Q,3,Savannah,Savannah Market,,Overall,144852304,0.098,2522387,10834197,7.12,3324667,
CBRE,2024,Q,3,Silicon Valley Snap R and D,Palo Alto,,,10961775,0.132,35382,,6.09,,86054
CBRE,2024,Q,3,Silicon Valley Snap R and D,Mountain View/Los Altos,,,11235907,0.14,-37555,,4.01,,98567
CBRE,2024,Q,3,Silicon Valley Snap R and D,Sunnyvale,,,18551858,0.107,-143055,,3.69,,431261
CBRE,2024,Q,3,Silicon Valley Snap R and D,West Valley,,,4416943,0.058,0,,2.63,,59131
CBRE,2024,Q,3,Silicon Valley Snap R and D,Santa Clara,,,19943286,0.134,-161236,,2.55,,215024
CBRE,2024,Q,3,Silicon Valley Snap R and D,San Jose IBP,,,9897600,0.056,-9605,,1.81,,6377
CBRE,2024,Q,3,Silicon Valley Snap R and D,San Jose North,,,23553627,0.15,207066,,2.75,,507255
CBRE,2024,Q,3,Silicon Valley Snap R and D,San Jose South,,,9380418,0.137,-14848,,1.87,,68344
CBRE,2024,Q,3,Silicon Valley Snap R and D,Milpitas,,,12517020,0.125,24192,,2.35,,243114
CBRE,2024,Q,3,Silicon Valley Snap R and D,Fremont/Newark,,,23024400,0.105,-558527,,2.02,,538865
CBRE,2024,Q,3,Silicon Valley Snap R and D,Silicon Valley,,,143482834,0.12,-658186,847000,2.88,0,2253992
CBRE,2024,Q,3,Silicon Valley Snapshot,Palo Alto,,Manufacturing,1292057,0.037,-1700,0,1.95,0,0
CBRE,2024,Q,3,Silicon Valley Snapshot,Palo Alto,,Warehouse/Distribution,26620,0.398,0,0,2.55,0,0
CBRE,2024,Q,3,Silicon Valley Snapshot,Palo Alto,,,1318677,0.044,-1700,0,2.08,0,0
