Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q,LocationID,Prev_Year,Prev_Period_Type,Prev_Period_Number,Prev_Inventory_SF,Prev_Vacancy_Q,Prev_Asking_Rent_Q,Prev_Net_Absorption_Q,Quarter_Gap,Rent_Pct_Change,Inventory_Pct_Change,Vacancy_Pct_Change,Net_Absorption_Change
CBRE,2023,Q,2,Napa Solano,Fairfield,N/A,Overall Industrial,15903048.0,0.019,56831.0,,0.98,0.0,,Napa Solano_Fairfield_N/A_Overall Industrial,,,,,,,,,,,,
CBRE,2023,Q,2,Napa Solano,Fairfield,N/A,R&D/Flex,1344762.0,0.156,-6196.0,,1.05,,,Napa Solano_Fairfield_N/A_R&D/Flex,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Fairfield,N/A,R&D/Flex,1309065.0,0.098,-1210.0,,1.05,,,Napa Solano_Fairfield_N/A_R&D/Flex,2023,Q,2,1344762.0,0.156,1.05,-6196.0,3,0.0,-3.0,-37.0,498600.0
CBRE,2024,Q,3,Napa Solano,Fairfield,N/A,R&D/Flex,1309065.0,0.105,-28711.0,,1.05,,,Napa Solano_Fairfield_N/A_R&D/Flex,2024,Q,1,1309065.0,0.098,1.05,-1210.0,2,0.0,0.0,7.000000000000001,-2750100.0
CBRE,2024,Q,4,Napa Solano,Fairfield,N/A,R&D/Flex,1309065.0,0.105,0.0,,1.33,,,Napa Solano_Fairfield_N/A_R&D/Flex,2024,Q,3,1309065.0,0.105,1.05,-28711.0,1,27.0,0.0,0.0,2871100.0
CBRE,2025,Q,1,Napa Solano,Fairfield,N/A,R&D/Flex,1309065.0,0.107,-3605.0,,1.33,,,Napa Solano_Fairfield_N/A_R&D/Flex,2024,Q,4,1309065.0,0.105,1.33,0.0,1,0.0,0.0,2.0,-360500.0
CBRE,2023,Q,2,Napa Solano,Fairfield,N/A,Warehouse/Distribution,12262307.0,0.008,2333.0,,0.95,,,Napa Solano_Fairfield_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Fairfield,N/A,Warehouse/Distribution,12940666.0,0.025,-32442.0,,0.95,,,Napa Solano_Fairfield_N/A_Warehouse/Distribution,2023,Q,2,12262307.0,0.008,0.95,2333.0,3,0.0,6.0,212.0,-3477500.0
CBRE,2024,Q,3,Napa Solano,Fairfield,N/A,Warehouse/Distribution,13976261.0,0.106,-639218.0,,0.85,,,Napa Solano_Fairfield_N/A_Warehouse/Distribution,2024,Q,1,12940666.0,0.025,0.95,-32442.0,2,-11.0,8.0,324.0,-60677600.0
CBRE,2024,Q,4,Napa Solano,Fairfield,N/A,Warehouse/Distribution,13976261.0,0.106,-2080.0,,0.82,,,Napa Solano_Fairfield_N/A_Warehouse/Distribution,2024,Q,3,13976261.0,0.106,0.85,-639218.0,1,-4.0,0.0,0.0,63713800.0
CBRE,2025,Q,1,Napa Solano,Fairfield,N/A,Warehouse/Distribution,13976261.0,0.117,-156704.0,,0.82,,,Napa Solano_Fairfield_N/A_Warehouse/Distribution,2024,Q,4,13976261.0,0.106,0.82,-2080.0,1,0.0,0.0,10.0,-15462400.0
CBRE,2025,Q,1,Napa Solano,Market Total,N/A,Industrial,62126187.0,0.083,-1070185.0,0.0,0.91,,,Napa Solano_Market Total_N/A_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa Total,N/A,Industrial,18010137.0,0.098,-162271.0,,0.98,,22965.0,Napa Solano_Napa Total_N/A_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa-Solano Ind. Market Total,N/A,Industrial,62159957.0,0.088,-340762.0,,0.91,,431767.0,Napa Solano_Napa-Solano Ind. Market Total_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Napa-Solano Ind. Market,Manufacturing,Industrial,8070427.0,0.018,-59194.0,,0.95,,,Napa Solano_Napa-Solano Ind. Market_Manufacturing_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Napa-Solano Ind. Market,N/A,Industrial,60554629.0,0.03,-56398.0,,0.99,,,Napa Solano_Napa-Solano Ind. Market_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Napa Solano,Napa-Solano Ind. Market,N/A,Industrial,62126187.0,0.066,20785.0,,0.92,,,Napa Solano_Napa-Solano Ind. Market_N/A_Industrial,2024,Q,1,60554629.0,0.03,0.99,-56398.0,3,-7.000000000000001,3.0,120.0,7718300.0
CBRE,2023,Q,2,Napa Solano,Napa-Solano Ind. Market,N/A,Manufacturing,8047291.0,0.004,60694.0,,0.95,,,Napa Solano_Napa-Solano Ind. Market_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,3,Napa Solano,Napa-Solano Ind. Market,N/A,Manufacturing,8071577.0,0.031,-60610.0,,0.99,,,Napa Solano_Napa-Solano Ind. Market_N/A_Manufacturing,2023,Q,2,8047291.0,0.004,0.95,60694.0,5,4.0,0.0,675.0,-12130400.0
CBRE,2024,Q,4,Napa Solano,Napa-Solano Ind. Market,N/A,Manufacturing,8071577.0,0.031,-5586.0,,1.24,,,Napa Solano_Napa-Solano Ind. Market_N/A_Manufacturing,2024,Q,3,8071577.0,0.031,0.99,-60610.0,1,25.0,0.0,0.0,5502400.0
CBRE,2024,Q,3,Napa Solano,Napa-Solano Ind. Market,N/A,N/A,62126187.0,0.066,-1323136.0,,0.93,,,Napa Solano_Napa-Solano Ind. Market_N/A_N/A,,,,,,,,,,,,
CBRE,2023,Q,2,Napa Solano,Napa-Solano Ind. Market,N/A,Overall Industrial,55946019.0,0.015,-146388.0,3549642.0,0.99,0.0,,Napa Solano_Napa-Solano Ind. Market_N/A_Overall Industrial,,,,,,,,,,,,
CBRE,2023,Q,2,Napa Solano,Napa-Solano Ind. Market,N/A,R&D/Flex,5627439.0,0.05,1725.0,,1.07,,,Napa Solano_Napa-Solano Ind. Market_N/A_R&D/Flex,,,,,,,,,,,,
CBRE,2024,Q,3,Napa Solano,Napa-Solano Ind. Market,N/A,R&D/Flex,5766650.0,0.098,-1232837.0,,1.08,,,Napa Solano_Napa-Solano Ind. Market_N/A_R&D/Flex,2023,Q,2,5627439.0,0.05,1.07,1725.0,5,1.0,2.0,96.0,-123456200.0
CBRE,2024,Q,4,Napa Solano,Napa-Solano Ind. Market,N/A,R&D/Flex,5766650.0,0.086,72684.0,,1.37,,,Napa Solano_Napa-Solano Ind. Market_N/A_R&D/Flex,2024,Q,3,5766650.0,0.098,1.08,-1232837.0,1,27.0,0.0,-12.0,130552100.0
CBRE,2023,Q,2,Napa Solano,Napa-Solano Ind. Market,N/A,Warehouse/Distribution,42271289.0,0.013,-208807.0,,0.96,,,Napa Solano_Napa-Solano Ind. Market_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,3,Napa Solano,Napa-Solano Ind. Market,N/A,Warehouse/Distribution,48287960.0,0.069,-29689.0,,0.91,,,Napa Solano_Napa-Solano Ind. Market_N/A_Warehouse/Distribution,2023,Q,2,42271289.0,0.013,0.96,-208807.0,5,-5.0,14.000000000000002,430.99999999999994,17911800.0
CBRE,2024,Q,4,Napa Solano,Napa-Solano Ind. Market,N/A,Warehouse/Distribution,48287960.0,0.069,-46313.0,,0.87,,,Napa Solano_Napa-Solano Ind. Market_N/A_Warehouse/Distribution,2024,Q,3,48287960.0,0.069,0.91,-29689.0,1,-4.0,0.0,0.0,-1662400.0
CBRE,2024,Q,1,Napa Solano,Napa-Solano Ind. Market,R&D/Flex,Industrial,5766650.0,0.095,-14676.0,,1.07,,,Napa Solano_Napa-Solano Ind. Market_R&D/Flex_Industrial,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Napa-Solano Ind. Market,Warehouse/Distribution,Industrial,46717552.0,0.024,17472.0,,0.96,,,Napa Solano_Napa-Solano Ind. Market_Warehouse/Distribution_Industrial,,,,,,,,,,,,
CBRE,2025,Q,1,Napa Solano,Napa-Solano Total,N/A,Manufacturing,8071577.0,0.031,0.0,,1.24,,,Napa Solano_Napa-Solano Total_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa-Solano Total,N/A,Manufacturing,8071577.0,0.031,-4500.0,,1.23,,3500.0,Napa Solano_Napa-Solano Total_N/A_Manufacturing,2025,Q,1,8071577.0,0.031,1.24,0.0,1,-1.0,0.0,0.0,-450000.0
CBRE,2025,Q,1,Napa Solano,Napa-Solano Total,N/A,R&D/Flex,5766650.0,0.085,2226.0,,1.37,,,Napa Solano_Napa-Solano Total_N/A_R&D/Flex,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa-Solano Total,N/A,R&D/Flex,5766650.0,0.088,-16036.0,,1.36,,9507.0,Napa Solano_Napa-Solano Total_N/A_R&D/Flex,2025,Q,1,5766650.0,0.085,1.37,2226.0,1,-1.0,0.0,4.0,-1826200.0
CBRE,2025,Q,1,Napa Solano,Napa-Solano Total,N/A,Warehouse/Distribution,48287960.0,0.091,-1072411.0,,0.87,,,Napa Solano_Napa-Solano Total_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa-Solano Total,N/A,Warehouse/Distribution,48321730.0,0.098,-320226.0,,0.87,,419760.0,Napa Solano_Napa-Solano Total_N/A_Warehouse/Distribution,2025,Q,1,48287960.0,0.091,0.87,-1072411.0,1,0.0,0.0,8.0,75218500.0
CBRE,2025,Q,2,Napa Solano,Napa,American Canyon,Industrial,8675872.0,0.163,-67962.0,,0.9,,0.0,Napa Solano_Napa_American Canyon_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa,American Canyon,Manufacturing,475767.0,0.039,0.0,,0.9,,0.0,Napa Solano_Napa_American Canyon_Manufacturing,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa,American Canyon,R&D/Flex,15040.0,0.0,0.0,,1.45,,0.0,Napa Solano_Napa_American Canyon_R&D/Flex,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa,American Canyon,Warehouse/Distribution,8185065.0,0.171,-67962.0,,0.9,,0.0,Napa Solano_Napa_American Canyon_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Napa,N/A,Industrial,9203449.0,0.03,-53056.0,,1.2,,,Napa Solano_Napa_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Napa Solano,Napa,N/A,Industrial,9310873.0,0.033,6072.0,,1.17,,,Napa Solano_Napa_N/A_Industrial,2024,Q,1,9203449.0,0.03,1.2,-53056.0,3,-3.0,1.0,10.0,5912800.0
CBRE,2023,Q,2,Napa Solano,Napa,N/A,Manufacturing,917450.0,0.023,0.0,,1.2,,,Napa Solano_Napa_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Napa,N/A,Manufacturing,917450.0,0.026,0.0,,1.2,,,Napa Solano_Napa_N/A_Manufacturing,2023,Q,2,917450.0,0.023,1.2,0.0,3,0.0,0.0,13.0,0.0
CBRE,2024,Q,3,Napa Solano,Napa,N/A,Manufacturing,917450.0,0.066,-36960.0,,1.2,,,Napa Solano_Napa_N/A_Manufacturing,2024,Q,1,917450.0,0.026,1.2,0.0,2,0.0,0.0,154.0,-3696000.0
CBRE,2024,Q,4,Napa Solano,Napa,N/A,Manufacturing,917450.0,0.059,6960.0,,1.33,,,Napa Solano_Napa_N/A_Manufacturing,2024,Q,3,917450.0,0.066,1.2,-36960.0,1,11.0,0.0,-11.0,4392000.0
CBRE,2025,Q,1,Napa Solano,Napa,N/A,Manufacturing,917450.0,0.059,0.0,,1.33,,,Napa Solano_Napa_N/A_Manufacturing,2024,Q,4,917450.0,0.059,1.33,6960.0,1,0.0,0.0,0.0,-696000.0
CBRE,2024,Q,3,Napa Solano,Napa,N/A,N/A,9310873.0,0.033,-23311.0,,1.08,,,Napa Solano_Napa_N/A_N/A,,,,,,,,,,,,
CBRE,2025,Q,1,Napa Solano,Napa,N/A,N/A,9310873.0,0.03,26910.0,,1.17,,,Napa Solano_Napa_N/A_N/A,2024,Q,3,9310873.0,0.033,1.08,-23311.0,2,8.0,0.0,-9.0,5022100.0
CBRE,2023,Q,2,Napa Solano,Napa,N/A,Overall Industrial,8807875.0,0.014,-19180.0,,1.2,0.0,,Napa Solano_Napa_N/A_Overall Industrial,,,,,,,,,,,,
CBRE,2023,Q,2,Napa Solano,Napa,N/A,R&D/Flex,1794465.0,0.022,-8150.0,,1.35,,,Napa Solano_Napa_N/A_R&D/Flex,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Napa,N/A,R&D/Flex,1846302.0,0.028,-7881.0,,1.35,,,Napa Solano_Napa_N/A_R&D/Flex,2023,Q,2,1794465.0,0.022,1.35,-8150.0,3,0.0,3.0,27.0,26900.0
CBRE,2024,Q,3,Napa Solano,Napa,N/A,R&D/Flex,1846302.0,0.03,10306.0,,1.35,,,Napa Solano_Napa_N/A_R&D/Flex,2024,Q,1,1846302.0,0.028,1.35,-7881.0,2,0.0,0.0,7.000000000000001,1818700.0
CBRE,2024,Q,4,Napa Solano,Napa,N/A,R&D/Flex,1846302.0,0.03,0.0,,1.61,,,Napa Solano_Napa_N/A_R&D/Flex,2024,Q,3,1846302.0,0.03,1.35,10306.0,1,19.0,0.0,0.0,-1030600.0
CBRE,2025,Q,1,Napa Solano,Napa,N/A,R&D/Flex,1846302.0,0.028,4358.0,,1.54,,,Napa Solano_Napa_N/A_R&D/Flex,2024,Q,4,1846302.0,0.03,1.61,0.0,1,-4.0,0.0,-7.000000000000001,435800.0
CBRE,2023,Q,2,Napa Solano,Napa,N/A,Warehouse/Distribution,6095960.0,0.01,-11030.0,,1.25,,,Napa Solano_Napa_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Napa,N/A,Warehouse/Distribution,6439697.0,0.031,-45175.0,,1.25,,,Napa Solano_Napa_N/A_Warehouse/Distribution,2023,Q,2,6095960.0,0.01,1.25,-11030.0,3,0.0,6.0,210.0,-3414500.0
CBRE,2024,Q,3,Napa Solano,Napa,N/A,Warehouse/Distribution,6547121.0,0.03,3343.0,,1.0,,,Napa Solano_Napa_N/A_Warehouse/Distribution,2024,Q,1,6439697.0,0.031,1.25,-45175.0,2,-20.0,2.0,-3.0,4851800.0
CBRE,2024,Q,4,Napa Solano,Napa,N/A,Warehouse/Distribution,6547121.0,0.03,-888.0,,1.03,,,Napa Solano_Napa_N/A_Warehouse/Distribution,2024,Q,3,6547121.0,0.03,1.0,3343.0,1,3.0,0.0,0.0,-423100.0
CBRE,2025,Q,1,Napa Solano,Napa,N/A,Warehouse/Distribution,6547121.0,0.026,22552.0,,1.03,,,Napa Solano_Napa_N/A_Warehouse/Distribution,2024,Q,4,6547121.0,0.03,1.03,-888.0,1,0.0,0.0,-13.0,2344000.0
CBRE,2025,Q,2,Napa Solano,Napa,Napa,Industrial,9334265.0,0.037,-94309.0,,1.17,,22965.0,Napa Solano_Napa_Napa_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa,Napa,Manufacturing,917450.0,0.047,3500.0,,1.33,,3500.0,Napa Solano_Napa_Napa_Manufacturing,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa,Napa,R&D/Flex,1846302.0,0.03,-3600.0,,1.53,,0.0,Napa Solano_Napa_Napa_R&D/Flex,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Napa,Napa,Warehouse/Distribution,6570513.0,0.038,-94209.0,,1.03,,19465.0,Napa Solano_Napa_Napa_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano Total,N/A,Industrial,44149820.0,0.084,-178491.0,,0.89,,409820.0,Napa Solano_Solano Total_N/A_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Benicia,Industrial,8565710.0,0.04,-92326.0,,1.08,,224371.0,Napa Solano_Solano_Benicia_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Benicia,Manufacturing,1189094.0,0.028,0.0,,0.95,,0.0,Napa Solano_Solano_Benicia_Manufacturing,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Benicia,R&D/Flex,481763.0,0.04,-3700.0,,1.18,,4000.0,Napa Solano_Solano_Benicia_R&D/Flex,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Benicia,Warehouse/Distribution,6894853.0,0.043,-88626.0,,1.05,,220371.0,Napa Solano_Solano_Benicia_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Fairfield,Industrial,17582455.0,0.112,-59087.0,,0.86,,26665.0,Napa Solano_Solano_Fairfield_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Fairfield,Manufacturing,2297129.0,0.037,0.0,,0.95,,0.0,Napa Solano_Solano_Fairfield_Manufacturing,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Fairfield,R&D/Flex,1309065.0,0.107,0.0,,1.33,,3480.0,Napa Solano_Solano_Fairfield_R&D/Flex,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Fairfield,Warehouse/Distribution,13976261.0,0.125,-59087.0,,0.82,,23175.0,Napa Solano_Solano_Fairfield_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Vacaville,Industrial,13151436.0,0.094,27180.0,,0.85,,158776.0,Napa Solano_Solano_Vacaville_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Vacaville,Manufacturing,1264986.0,0.006,-8000.0,,0.9,,0.0,Napa Solano_Solano_Vacaville_Manufacturing,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Vacaville,R&D/Flex,1529905.0,0.191,-8736.0,,1.18,,2027.0,Napa Solano_Solano_Vacaville_R&D/Flex,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Vacaville,Warehouse/Distribution,10356545.0,0.091,43916.0,,0.84,,156749.0,Napa Solano_Solano_Vacaville_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Vallejo,Industrial,4850219.0,0.032,-54258.0,,1.31,,0.0,Napa Solano_Solano_Vallejo_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Vallejo,Manufacturing,1927151.0,0.032,0.0,,1.22,,0.0,Napa Solano_Solano_Vallejo_Manufacturing,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Vallejo,R&D/Flex,584575.0,0.0,0.0,,0.95,,0.0,Napa Solano_Solano_Vallejo_R&D/Flex,,,,,,,,,,,,
CBRE,2025,Q,2,Napa Solano,Solano,Vallejo,Warehouse/Distribution,2338493.0,0.04,-54258.0,,1.47,,0.0,Napa Solano_Solano_Vallejo_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Vacaville,N/A,Industrial,12724047.0,0.048,93455.0,,0.95,,,Napa Solano_Vacaville_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Napa Solano,Vacaville,N/A,Industrial,13151436.0,0.082,-1234.0,,0.91,,,Napa Solano_Vacaville_N/A_Industrial,2024,Q,1,12724047.0,0.048,0.95,93455.0,3,-4.0,3.0,71.0,-9468900.0
CBRE,2023,Q,2,Napa Solano,Vacaville,N/A,Manufacturing,1241850.0,0.0,0.0,,0.9,,,Napa Solano_Vacaville_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Vacaville,N/A,Manufacturing,1264986.0,0.01,0.0,,0.9,,,Napa Solano_Vacaville_N/A_Manufacturing,2023,Q,2,1241850.0,0.0,0.9,0.0,3,0.0,2.0,inf,0.0
CBRE,2024,Q,3,Napa Solano,Vacaville,N/A,Manufacturing,1264986.0,0.0,0.0,,0.9,,,Napa Solano_Vacaville_N/A_Manufacturing,2024,Q,1,1264986.0,0.01,0.9,0.0,2,0.0,0.0,-100.0,0.0
CBRE,2024,Q,4,Napa Solano,Vacaville,N/A,Manufacturing,1264986.0,0.0,0.0,,0.9,,,Napa Solano_Vacaville_N/A_Manufacturing,2024,Q,3,1264986.0,0.0,0.9,0.0,1,0.0,0.0,,0.0
CBRE,2025,Q,1,Napa Solano,Vacaville,N/A,Manufacturing,1264986.0,0.0,0.0,,0.9,,,Napa Solano_Vacaville_N/A_Manufacturing,2024,Q,4,1264986.0,0.0,0.9,0.0,1,0.0,0.0,,0.0
CBRE,2024,Q,3,Napa Solano,Vacaville,N/A,N/A,13151436.0,0.082,-4876.0,,0.94,,,Napa Solano_Vacaville_N/A_N/A,,,,,,,,,,,,
CBRE,2025,Q,1,Napa Solano,Vacaville,N/A,N/A,13151436.0,0.096,-194339.0,,0.84,,,Napa Solano_Vacaville_N/A_N/A,2024,Q,3,13151436.0,0.082,0.94,-4876.0,2,-11.0,0.0,17.0,-18946300.0
CBRE,2023,Q,2,Napa Solano,Vacaville,N/A,Overall Industrial,9146577.0,0.023,-41516.0,,0.95,0.0,,Napa Solano_Vacaville_N/A_Overall Industrial,,,,,,,,,,,,
CBRE,2023,Q,2,Napa Solano,Vacaville,N/A,R&D/Flex,1406834.0,0.009,12279.0,,1.05,,,Napa Solano_Vacaville_N/A_R&D/Flex,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Vacaville,N/A,R&D/Flex,1529905.0,0.187,0.0,,1.05,,,Napa Solano_Vacaville_N/A_R&D/Flex,2023,Q,2,1406834.0,0.009,1.05,12279.0,3,0.0,9.0,1978.0,-1227900.0
CBRE,2024,Q,3,Napa Solano,Vacaville,N/A,R&D/Flex,1529905.0,0.192,-6676.0,,1.05,,,Napa Solano_Vacaville_N/A_R&D/Flex,2024,Q,1,1529905.0,0.187,1.05,0.0,2,0.0,0.0,3.0,-667600.0
CBRE,2024,Q,4,Napa Solano,Vacaville,N/A,R&D/Flex,1529905.0,0.189,3576.0,,1.14,,,Napa Solano_Vacaville_N/A_R&D/Flex,2024,Q,3,1529905.0,0.192,1.05,-6676.0,1,9.0,0.0,-2.0,1025200.0
CBRE,2025,Q,1,Napa Solano,Vacaville,N/A,R&D/Flex,1529905.0,0.186,5473.0,,1.16,,,Napa Solano_Vacaville_N/A_R&D/Flex,2024,Q,4,1529905.0,0.189,1.14,3576.0,1,2.0,0.0,-2.0,189700.0
CBRE,2023,Q,2,Napa Solano,Vacaville,N/A,Warehouse/Distribution,6497893.0,0.031,-53795.0,,0.9,,,Napa Solano_Vacaville_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Vacaville,N/A,Warehouse/Distribution,9929156.0,0.031,93455.0,,0.9,,,Napa Solano_Vacaville_N/A_Warehouse/Distribution,2023,Q,2,6497893.0,0.031,0.9,-53795.0,3,0.0,53.0,0.0,14725000.0
CBRE,2024,Q,3,Napa Solano,Vacaville,N/A,Warehouse/Distribution,10356545.0,0.075,1800.0,,0.9,,,Napa Solano_Vacaville_N/A_Warehouse/Distribution,2024,Q,1,9929156.0,0.031,0.9,93455.0,2,0.0,4.0,142.0,-9165500.0
CBRE,2024,Q,4,Napa Solano,Vacaville,N/A,Warehouse/Distribution,10356545.0,0.076,-4810.0,,0.91,,,Napa Solano_Vacaville_N/A_Warehouse/Distribution,2024,Q,3,10356545.0,0.075,0.9,1800.0,1,1.0,0.0,1.0,-661000.0
CBRE,2025,Q,1,Napa Solano,Vacaville,N/A,Warehouse/Distribution,10356545.0,0.095,-199812.0,,0.84,,,Napa Solano_Vacaville_N/A_Warehouse/Distribution,2024,Q,4,10356545.0,0.076,0.91,-4810.0,1,-8.0,0.0,25.0,-19500200.0
CBRE,2024,Q,1,Napa Solano,Vallejo,N/A,Industrial,4841219.0,0.015,-9900.0,,0.87,,,Napa Solano_Vallejo_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Napa Solano,Vallejo,N/A,Industrial,4841219.0,0.021,-47129.0,,1.31,,,Napa Solano_Vallejo_N/A_Industrial,2024,Q,1,4841219.0,0.015,0.87,-9900.0,3,51.0,0.0,40.0,-3722900.0
CBRE,2023,Q,2,Napa Solano,Vallejo,N/A,Manufacturing,1927151.0,0.005,0.0,,0.75,,,Napa Solano_Vallejo_N/A_Manufacturing,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Vallejo,N/A,Manufacturing,1927151.0,0.022,0.0,,0.8,,,Napa Solano_Vallejo_N/A_Manufacturing,2023,Q,2,1927151.0,0.005,0.75,0.0,3,7.000000000000001,0.0,340.0,0.0
CBRE,2024,Q,3,Napa Solano,Vallejo,N/A,Manufacturing,1927151.0,0.022,0.0,,0.8,,,Napa Solano_Vallejo_N/A_Manufacturing,2024,Q,1,1927151.0,0.022,0.8,0.0,2,0.0,0.0,0.0,0.0
CBRE,2024,Q,4,Napa Solano,Vallejo,N/A,Manufacturing,1927151.0,0.032,-18649.0,,1.22,,,Napa Solano_Vallejo_N/A_Manufacturing,2024,Q,3,1927151.0,0.022,0.8,0.0,1,52.0,0.0,45.0,-1864900.0
CBRE,2025,Q,1,Napa Solano,Vallejo,N/A,Manufacturing,1927151.0,0.032,0.0,,1.22,,,Napa Solano_Vallejo_N/A_Manufacturing,2024,Q,4,1927151.0,0.032,1.22,-18649.0,1,0.0,0.0,0.0,1864900.0
CBRE,2024,Q,3,Napa Solano,Vallejo,N/A,N/A,4841219.0,0.01,2040.0,,0.8,,,Napa Solano_Vallejo_N/A_N/A,,,,,,,,,,,,
CBRE,2025,Q,1,Napa Solano,Vallejo,N/A,N/A,4841219.0,0.021,0.0,,1.31,,,Napa Solano_Vallejo_N/A_N/A,2024,Q,3,4841219.0,0.01,0.8,2040.0,2,64.0,0.0,110.00000000000001,-204000.0
CBRE,2023,Q,2,Napa Solano,Vallejo,N/A,Overall Industrial,4841219.0,0.005,0.0,,0.8,0.0,,Napa Solano_Vallejo_N/A_Overall Industrial,,,,,,,,,,,,
CBRE,2023,Q,2,Napa Solano,Vallejo,N/A,R&D/Flex,584575.0,0.0,0.0,,0.9,,,Napa Solano_Vallejo_N/A_R&D/Flex,,,,,,,,,,,,
CBRE,2024,Q,1,Napa Solano,Vallejo,N/A,R&D/Flex,584575.0,0.016,-9060.0,,0.95,,,Napa Solano_Vallejo_N/A_R&D/Flex,2023,Q,2,584575.0,0.0,0.9,0.0,3,6.0,0.0,inf,-906000.0
CBRE,2024,Q,3,Napa Solano,Vallejo,N/A,R&D/Flex,584575.0,0.0,0.0,,0.95,,,Napa Solano_Vallejo_N/A_R&D/Flex,2024,Q,1,584575.0,0.016,0.95,-9060.0,2,0.0,0.0,-100.0,906000.0
CBRE,2024,Q,4,Napa Solano,Vallejo,N/A,R&D/Flex,584575.0,0.0,0.0,,0.95,,,Napa Solano_Vallejo_N/A_R&D/Flex,2024,Q,3,584575.0,0.0,0.95,0.0,1,0.0,0.0,,0.0
CBRE,2025,Q,1,Napa Solano,Vallejo,N/A,R&D/Flex,584575.0,0.0,0.0,,0.95,,,Napa Solano_Vallejo_N/A_R&D/Flex,2024,Q,4,584575.0,0.0,0.95,0.0,1,0.0,0.0,,0.0
CBRE,2023,Q,2,Napa Solano,Vallejo,N/A,Warehouse/Distribution,2329493.0,0.006,0.0,,0.8,,,Napa Solano_Vallejo_N/A_Warehouse/Distribution,,,,,,,,,,,,
