Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q,LocationID,Prev_Year,Prev_Period_Type,Prev_Period_Number,Prev_Inventory_SF,Prev_Vacancy_Q,Prev_Asking_Rent_Q,Prev_Net_Absorption_Q,Quarter_Gap,Rent_Pct_Change,Inventory_Pct_Change,Vacancy_Pct_Change,Net_Absorption_Change
CBRE,2024,Q,1,Atlanta,ATLANTA,N/A,Shallow Bay,88489400.0,0.039,-195142.0,163170.0,7.0,,,Atlanta_ATLANTA_N/A_Shallow Bay,,,,,,,,,,,,
CBRE,2025,Q,2,Atlanta,ATLANTA,N/A,Total,760545504.0,0.086,-234890.0,4882586.0,7.21,4299683.0,,Atlanta_ATLANTA_N/A_Total,,,,,,,,,,,,
CBRE,2024,Q,3,Atlanta,ATLANTA,N/A,WAREHOUSE/DISTRIBUTION,619740994.0,0.087,3756630.0,11820933.0,6.85,5634707.0,,Atlanta_ATLANTA_N/A_WAREHOUSE/DISTRIBUTION,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,ATLANTA,N/A,WAREHOUSE/DISTRIBUTION,626218036.0,0.091,5269852.0,9124275.0,6.72,6064925.0,,Atlanta_ATLANTA_N/A_WAREHOUSE/DISTRIBUTION,2024,Q,3,619740994.0,0.087,6.85,3756630.0,1,-2.0,1.0,5.0,151322200.0
CBRE,2025,Q,2,Atlanta,ATLANTA,N/A,WAREHOUSE/DISTRIBUTION,632900989.0,0.092,47686.0,4882586.0,7.05,4299683.0,,Atlanta_ATLANTA_N/A_WAREHOUSE/DISTRIBUTION,2024,Q,4,626218036.0,0.091,6.72,5269852.0,2,5.0,1.0,1.0,-522216600.0
CBRE,2024,Q,1,Atlanta,ATLANTA,N/A,Warehouse/Distribution,610483526.0,0.076,4299361.0,15712108.0,6.82,4885741.0,,Atlanta_ATLANTA_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Airport,N/A,Industrial,83246374.0,0.03,295650.0,1385033.0,7.3,,,Atlanta_Airport_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,Airport,N/A,Industrial,85044174.0,0.064,-141572.0,733526.0,7.49,,,Atlanta_Airport_N/A_Industrial,2023,Q,2,83246374.0,0.03,7.3,295650.0,6,3.0,2.0,112.99999999999999,-43722200.0
CBRE,2025,Q,1,Atlanta,Airport,N/A,Industrial,85074678.0,0.065,-240429.0,733526.0,7.0,0.0,,Atlanta_Airport_N/A_Industrial,2024,Q,4,85044174.0,0.064,7.49,-141572.0,1,-7.000000000000001,0.0,2.0,-9885700.0
CBRE,2025,Q,2,Atlanta,Airport,N/A,Industrial,85818526.0,0.074,33749.0,214170.0,6.9,733526.0,,Atlanta_Airport_N/A_Industrial,2025,Q,1,85074678.0,0.065,7.0,-240429.0,1,-1.0,1.0,14.000000000000002,27417800.0
CBRE,2024,Q,3,Atlanta,Airport,N/A,N/A,85062233.0,0.061,-329408.0,733526.0,7.51,265775.0,,Atlanta_Airport_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,Airport,N/A,Overall,84625221.0,0.048,125093.0,172000.0,7.45,,,Atlanta_Airport_N/A_Overall,,,,,,,,,,,,
CBRE,2025,Q,1,Atlanta,Atlanta Total,N/A,Flex,38951165.0,0.046,-5123.0,0.0,11.0,0.0,,Atlanta_Atlanta Total_N/A_Flex,,,,,,,,,,,,
CBRE,2025,Q,1,Atlanta,Atlanta Total,N/A,Shallow Bay,88800459.0,0.054,-599542.0,0.0,7.2,0.0,,Atlanta_Atlanta Total_N/A_Shallow Bay,,,,,,,,,,,,
CBRE,2025,Q,1,Atlanta,Atlanta Total,N/A,Warehouse/Distribution,628105251.0,0.087,1545086.0,8099078.0,6.54,2100588.0,,Atlanta_Atlanta Total_N/A_Warehouse/Distribution,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Central Atlanta,N/A,Industrial,7205715.0,0.047,-18428.0,,10.3,,,Atlanta_Central Atlanta_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,Central Atlanta,N/A,Industrial,7129348.0,0.078,-41030.0,,10.4,,,Atlanta_Central Atlanta_N/A_Industrial,2023,Q,2,7205715.0,0.047,10.3,-18428.0,6,1.0,-1.0,66.0,-2260200.0
CBRE,2025,Q,1,Atlanta,Central Atlanta,N/A,Industrial,7144537.0,0.058,5668.0,626176.0,10.33,0.0,,Atlanta_Central Atlanta_N/A_Industrial,2024,Q,4,7129348.0,0.078,10.4,-41030.0,1,-1.0,0.0,-26.0,4669800.0
CBRE,2025,Q,2,Atlanta,Central Atlanta,N/A,Industrial,7144537.0,0.065,-26052.0,626176.0,12.31,,,Atlanta_Central Atlanta_N/A_Industrial,2025,Q,1,7144537.0,0.058,10.33,5668.0,1,19.0,0.0,12.0,-3172000.0
CBRE,2024,Q,3,Atlanta,Central Atlanta,N/A,N/A,7212861.0,0.09,-6877.0,0.0,10.42,0.0,,Atlanta_Central Atlanta_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,Central Atlanta,N/A,Overall,7212861.0,0.078,-10824.0,4897.0,10.42,,,Atlanta_Central Atlanta_N/A_Overall,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Central/GA 400,N/A,Industrial,25166819.0,0.041,220243.0,223000.0,8.93,,,Atlanta_Central/GA 400_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,Central/GA 400,N/A,Industrial,25534412.0,0.041,66610.0,381169.0,9.1,,,Atlanta_Central/GA 400_N/A_Industrial,2023,Q,2,25166819.0,0.041,8.93,220243.0,6,2.0,1.0,0.0,-15363300.0
CBRE,2025,Q,1,Atlanta,Central/GA 400,N/A,Industrial,25625804.0,0.046,69439.0,570260.0,9.2,90869.0,,Atlanta_Central/GA 400_N/A_Industrial,2024,Q,4,25534412.0,0.041,9.1,66610.0,1,1.0,0.0,12.0,282900.0
CBRE,2024,Q,1,Atlanta,Central/GA 400,N/A,Overall,25532491.0,0.042,-82770.0,45000.0,9.05,,,Atlanta_Central/GA 400_N/A_Overall,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Chattahoochee,N/A,Industrial,15503898.0,0.036,-90693.0,,9.73,,,Atlanta_Chattahoochee_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,Chattahoochee,N/A,Industrial,14933989.0,0.056,-6928.0,220863.0,9.94,,,Atlanta_Chattahoochee_N/A_Industrial,2023,Q,2,15503898.0,0.036,9.73,-90693.0,6,2.0,-4.0,56.00000000000001,8376500.0
CBRE,2025,Q,1,Atlanta,Chattahoochee,N/A,Industrial,15169480.0,0.038,528008.0,0.0,9.96,220863.0,,Atlanta_Chattahoochee_N/A_Industrial,2024,Q,4,14933989.0,0.056,9.94,-6928.0,1,0.0,2.0,-32.0,53493600.0
CBRE,2025,Q,2,Atlanta,Chattahoochee,N/A,Industrial,15169480.0,0.042,-30171.0,,9.22,,,Atlanta_Chattahoochee_N/A_Industrial,2025,Q,1,15169480.0,0.038,9.96,528008.0,1,-7.000000000000001,0.0,11.0,-55817900.0
CBRE,2024,Q,3,Atlanta,Chattahoochee,N/A,N/A,15321291.0,0.053,-118025.0,0.0,9.94,0.0,,Atlanta_Chattahoochee_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,Chattahoochee,N/A,Overall,15524898.0,0.035,-2287.0,,9.8,,,Atlanta_Chattahoochee_N/A_Overall,,,,,,,,,,,,
CBRE,2024,Q,3,Atlanta,I-20 East,N/A,N/A,42643569.0,0.078,-245488.0,1576647.0,6.46,0.0,,Atlanta_I-20 East_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,I-20 East,N/A,Overall,41219609.0,0.074,66145.0,1941705.0,6.43,632014.0,,Atlanta_I-20 East_N/A_Overall,,,,,,,,,,,,
CBRE,2024,Q,3,Atlanta,I-20 West,N/A,N/A,109318201.0,0.067,89125.0,973166.0,6.6,852779.0,,Atlanta_I-20 West_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,I-20 West,N/A,Overall,109002680.0,0.052,100578.0,1758227.0,6.51,284328.0,,Atlanta_I-20 West_N/A_Overall,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Market Total,N/A,FLEX,37393931.0,0.051,309282.0,203455.0,11.1,,,Atlanta_Market Total_N/A_FLEX,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Market Total,N/A,Industrial,707034054.0,0.045,3113333.0,39005327.0,7.19,4618036.0,,Atlanta_Market Total_N/A_Industrial,,,,,,,,,,,,
CBRE,2025,Q,1,Atlanta,Market Total,N/A,Industrial,755856875.0,0.081,940421.0,8099078.0,7.21,2100558.0,,Atlanta_Market Total_N/A_Industrial,2023,Q,2,707034054.0,0.045,7.19,3113333.0,7,0.0,7.000000000000001,80.0,-217291200.0
CBRE,2023,Q,2,Atlanta,Market Total,N/A,SHALLOW BAY,124926318.0,0.028,24198.0,154120.0,6.92,28125.0,,Atlanta_Market Total_N/A_SHALLOW BAY,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Market Total,N/A,WAREHOUSE/DISTRIBUTION,544713805.0,0.048,2779853.0,38647752.0,6.57,4589911.0,,Atlanta_Market Total_N/A_WAREHOUSE/DISTRIBUTION,,,,,,,,,,,,
CBRE,2025,Q,2,Atlanta,N Central/GA 400,N/A,Industrial,25849424.0,0.051,-18708.0,344342.0,12.54,225060.0,,Atlanta_N Central/GA 400_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,3,Atlanta,North Central/GA 400 Corridor,N/A,N/A,25532491.0,0.048,-142639.0,90869.0,9.11,0.0,,Atlanta_North Central/GA 400 Corridor_N/A_N/A,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Northeast/1-85,N/A,Industrial,198963606.0,0.035,2273319.0,12513347.0,7.05,1407528.0,,Atlanta_Northeast/1-85_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,Northeast/1-85,N/A,Industrial,214148946.0,0.094,2194340.0,1709209.0,7.3,1144379.0,,Atlanta_Northeast/1-85_N/A_Industrial,2023,Q,2,198963606.0,0.035,7.05,2273319.0,6,4.0,8.0,169.0,-7897900.0
CBRE,2025,Q,1,Atlanta,Northeast/1-85,N/A,Industrial,214114307.0,0.086,-40957.0,1824209.0,7.47,0.0,,Atlanta_Northeast/1-85_N/A_Industrial,2024,Q,4,214148946.0,0.094,7.3,2194340.0,1,2.0,-0.0,-9.0,-223529700.0
CBRE,2025,Q,2,Atlanta,Northeast/1-85,N/A,Industrial,215350854.0,0.079,1663721.0,1005811.0,7.53,1020603.0,,Atlanta_Northeast/1-85_N/A_Industrial,2025,Q,1,214114307.0,0.086,7.47,-40957.0,1,1.0,1.0,-8.0,170467800.0
CBRE,2024,Q,3,Atlanta,Northeast/I-85,N/A,N/A,212654168.0,0.096,1049865.0,1528574.0,7.52,2720944.0,,Atlanta_Northeast/I-85_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,Northeast/I-85,N/A,Overall,208003976.0,0.076,264572.0,4144533.0,7.27,1465389.0,,Atlanta_Northeast/I-85_N/A_Overall,,,,,,,,,,,,
CBRE,2025,Q,2,Atlanta,Northwest 1-75/,N/A,Industrial,83774730.0,0.111,105827.0,633000.0,7.69,308880.0,,Atlanta_Northwest 1-75/_N/A_Industrial,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Northwest/1-75,N/A,Industrial,71619240.0,0.075,75194.0,10123109.0,6.78,821844.0,,Atlanta_Northwest/1-75_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,Northwest/1-75,N/A,Industrial,82982511.0,0.124,1520352.0,1104300.0,6.76,224248.0,,Atlanta_Northwest/1-75_N/A_Industrial,2023,Q,2,71619240.0,0.075,6.78,75194.0,6,-0.0,16.0,65.0,144515800.0
CBRE,2025,Q,1,Atlanta,Northwest/1-75,N/A,Industrial,83106626.0,0.108,330218.0,808880.0,6.86,214795.0,,Atlanta_Northwest/1-75_N/A_Industrial,2024,Q,4,82982511.0,0.124,6.76,1520352.0,1,1.0,0.0,-13.0,-119013400.0
CBRE,2024,Q,3,Atlanta,Northwest/I-75,N/A,N/A,82513935.0,0.143,588689.0,1019668.0,6.77,0.0,,Atlanta_Northwest/I-75_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,Northwest/I-75,N/A,Overall,82511256.0,0.159,2013663.0,580625.0,6.8,704010.0,,Atlanta_Northwest/I-75_N/A_Overall,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Southeast/1-75,N/A,Industrial,70838731.0,0.069,341075.0,5456193.0,6.56,1271294.0,,Atlanta_Southeast/1-75_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,Southeast/1-75,N/A,Industrial,78723932.0,0.105,-206355.0,1853945.0,6.89,3097738.0,,Atlanta_Southeast/1-75_N/A_Industrial,2023,Q,2,70838731.0,0.069,6.56,341075.0,6,5.0,11.0,52.0,-54743000.0
CBRE,2025,Q,1,Atlanta,Southeast/1-75,N/A,Industrial,79225763.0,0.122,-129755.0,1353725.0,6.65,500220.0,,Atlanta_Southeast/1-75_N/A_Industrial,2024,Q,4,78723932.0,0.105,6.89,-206355.0,1,-3.0,1.0,16.0,7660000.0
CBRE,2025,Q,2,Atlanta,Southeast/1-75,N/A,Industrial,79699061.0,0.133,-374654.0,1044887.0,6.13,450024.0,,Atlanta_Southeast/1-75_N/A_Industrial,2025,Q,1,79225763.0,0.122,6.65,-129755.0,1,-8.0,1.0,9.0,-24489900.0
CBRE,2024,Q,3,Atlanta,Southeast/I-75,N/A,N/A,75719591.0,0.061,2402340.0,4363659.0,6.89,1642307.0,,Atlanta_Southeast/I-75_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,Southeast/I-75,N/A,Overall,73581624.0,0.059,1804532.0,5365980.0,6.79,1800000.0,,Atlanta_Southeast/I-75_N/A_Overall,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Southwest/1-85,N/A,Industrial,59509401.0,0.024,221259.0,4138465.0,6.87,28125.0,,Atlanta_Southwest/1-85_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,Southwest/1-85,N/A,Industrial,64581152.0,0.076,989565.0,170000.0,7.36,1231200.0,,Atlanta_Southwest/1-85_N/A_Industrial,2023,Q,2,59509401.0,0.024,6.87,221259.0,6,7.000000000000001,9.0,217.0,76830600.0
CBRE,2025,Q,1,Atlanta,Southwest/1-85,N/A,Industrial,64829781.0,0.075,592308.0,274850.0,7.27,30000.0,,Atlanta_Southwest/1-85_N/A_Industrial,2024,Q,4,64581152.0,0.076,7.36,989565.0,1,-1.0,0.0,-1.0,-39725700.0
CBRE,2025,Q,2,Atlanta,Southwest/1-85,N/A,Industrial,64829781.0,0.097,-1494069.0,667350.0,6.75,,,Atlanta_Southwest/1-85_N/A_Industrial,2025,Q,1,64829781.0,0.075,7.27,592308.0,1,-7.000000000000001,0.0,28.999999999999996,-208637700.0
CBRE,2024,Q,3,Atlanta,Southwest/I-85,N/A,N/A,63283849.0,0.073,-5178.0,1534824.0,7.36,316072.0,,Atlanta_Southwest/I-85_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,Southwest/I-85,N/A,Overall,62396666.0,0.054,-41412.0,1862311.0,7.15,,,Atlanta_Southwest/I-85_N/A_Overall,,,,,,,,,,,,
CBRE,2023,Q,2,Atlanta,Stone Mountain,N/A,Industrial,27983948.0,0.009,3225.0,,6.45,,,Atlanta_Stone Mountain_N/A_Industrial,,,,,,,,,,,,
CBRE,2024,Q,4,Atlanta,Stone Mountain,N/A,Industrial,27996533.0,0.041,-184553.0,,6.5,,,Atlanta_Stone Mountain_N/A_Industrial,2023,Q,2,27983948.0,0.009,6.45,3225.0,6,1.0,0.0,356.0,-18777800.0
CBRE,2025,Q,1,Atlanta,Stone Mountain,N/A,Industrial,27996533.0,0.042,-82270.0,0.0,6.0,0.0,,Atlanta_Stone Mountain_N/A_Industrial,2024,Q,4,27996533.0,0.041,6.5,-184553.0,1,-8.0,0.0,2.0,10228300.0
CBRE,2025,Q,2,Atlanta,Stone Mountain,N/A,Industrial,27866369.0,0.046,99160.0,,8.93,,,Atlanta_Stone Mountain_N/A_Industrial,2025,Q,1,27996533.0,0.042,6.0,-82270.0,1,49.0,-0.0,10.0,18143000.0
CBRE,2024,Q,3,Atlanta,Stone Mountain,N/A,N/A,27993825.0,0.034,-30127.0,0.0,6.49,0.0,,Atlanta_Stone Mountain_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,1,Atlanta,Stone Mountain,N/A,Overall,27983948.0,0.016,-123640.0,,6.59,,,Atlanta_Stone Mountain_N/A_Overall,,,,,,,,,,,,
CBRE,2022,Q,4,Austin,AUSTIN TOTAL,N/A,Industrial,62067314.0,0.059,1286022.0,11557649.0,11.56,1610264.0,,Austin_AUSTIN TOTAL_N/A_Industrial,,,,,,,,,,,,
CBRE,2023,Q,1,Austin,AUSTIN TOTAL,N/A,Industrial,111029109.0,0.053,1058827.0,16565846.0,11.21,1726592.0,,Austin_AUSTIN TOTAL_N/A_Industrial,2022,Q,4,62067314.0,0.059,11.56,1286022.0,1,-3.0,79.0,-10.0,-22719500.0
CBRE,2023,Q,2,Austin,AUSTIN TOTAL,N/A,Industrial,114845797.0,0.083,693845.0,15200611.0,11.37,4512240.0,,Austin_AUSTIN TOTAL_N/A_Industrial,2023,Q,1,111029109.0,0.053,11.21,1058827.0,1,1.0,3.0,56.99999999999999,-36498200.0
CBRE,2023,Q,4,Austin,AUSTIN TOTAL,N/A,Industrial,117147623.0,0.081,860656.0,14143514.0,13.13,2364091.0,,Austin_AUSTIN TOTAL_N/A_Industrial,2023,Q,2,114845797.0,0.083,11.37,693845.0,2,15.0,2.0,-2.0,16681100.0
CBRE,2024,Q,1,Austin,AUSTIN TOTAL,N/A,Industrial,120013007.0,0.087,2568166.0,16034242.0,13.29,3074943.0,,Austin_AUSTIN TOTAL_N/A_Industrial,2023,Q,4,117147623.0,0.081,13.13,860656.0,1,1.0,2.0,7.000000000000001,170751000.0
CBRE,2024,Q,2,Austin,AUSTIN TOTAL,N/A,N/A,123958679.0,0.11,1614096.0,14731998.0,12.67,4355181.0,,Austin_AUSTIN TOTAL_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Austin,AUSTIN TOTAL,N/A,N/A,94667985.0,0.1364,1571695.0,10088126.0,12.03,913672.0,,Austin_AUSTIN TOTAL_N/A_N/A,2024,Q,2,123958679.0,0.11,12.67,1614096.0,1,-5.0,-24.0,24.0,-4240100.0
CBRE,2023,Q,1,Austin,BASTROP COUNTY,N/A,Industrial,847334.0,0.022,,105000.0,6.0,,,Austin_BASTROP COUNTY_N/A_Industrial,,,,,,,,,,,,
CBRE,2023,Q,2,Austin,BASTROP COUNTY,N/A,Industrial,796062.0,0.023,0.0,606521.0,6.0,,,Austin_BASTROP COUNTY_N/A_Industrial,2023,Q,1,847334.0,0.022,6.0,,1,0.0,-6.0,5.0,
CBRE,2023,Q,4,Austin,BASTROP COUNTY,N/A,Industrial,796062.0,0.023,,840617.0,6.0,,,Austin_BASTROP COUNTY_N/A_Industrial,2023,Q,2,796062.0,0.023,6.0,0.0,2,0.0,0.0,0.0,
CBRE,2024,Q,1,Austin,BASTROP COUNTY,N/A,Industrial,1317583.0,0.014,521521.0,222346.0,6.0,521521.0,,Austin_BASTROP COUNTY_N/A_Industrial,2023,Q,4,796062.0,0.023,6.0,,1,0.0,66.0,-39.0,
CBRE,2024,Q,2,Austin,BASTROP COUNTY,N/A,N/A,1317583.0,0.014,,222346.0,6.0,,,Austin_BASTROP COUNTY_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Austin,BASTROP COUNTY,N/A,N/A,605133.0,0.0306,85000.0,222346.0,6.0,85000.0,,Austin_BASTROP COUNTY_N/A_N/A,2024,Q,2,1317583.0,0.014,6.0,,1,0.0,-54.0,119.0,
CBRE,2025,Q,1,Austin,Bastrop County,N/A,Industrial,605133.0,0.031,0.0,0.0,6.0,,,Austin_Bastrop County_N/A_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Austin,Bastrop County,N/A,Industrial,605133.0,0.031,0.0,0.0,6.0,0.0,,Austin_Bastrop County_N/A_Industrial,2025,Q,1,605133.0,0.031,6.0,0.0,1,0.0,0.0,0.0,0.0
CBRE,2024,Q,4,Austin,Bastrop County,N/A,Total Industrial,605133.0,0.031,0.0,0.0,6.0,,,Austin_Bastrop County_N/A_Total Industrial,,,,,,,,,,,,
CBRE,2023,Q,1,Austin,CALDWELL COUNTY,N/A,Industrial,415763.0,,,167794.0,,,,Austin_CALDWELL COUNTY_N/A_Industrial,,,,,,,,,,,,
CBRE,2023,Q,2,Austin,CALDWELL COUNTY,N/A,Industrial,415763.0,0.0,0.0,167794.0,0.0,,,Austin_CALDWELL COUNTY_N/A_Industrial,2023,Q,1,415763.0,,,,1,,0.0,,
CBRE,2023,Q,4,Austin,CALDWELL COUNTY,N/A,Industrial,583557.0,,,167794.0,,167794.0,,Austin_CALDWELL COUNTY_N/A_Industrial,2023,Q,2,415763.0,0.0,0.0,0.0,2,,40.0,,
CBRE,2024,Q,1,Austin,CALDWELL COUNTY,N/A,Industrial,583557.0,0.038,,312000.0,,,,Austin_CALDWELL COUNTY_N/A_Industrial,2023,Q,4,583557.0,,,,1,,0.0,,
CBRE,2024,Q,2,Austin,CALDWELL COUNTY,N/A,N/A,614839.0,0.268,37262.0,312000.0,,71660.0,,Austin_CALDWELL COUNTY_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Austin,CALDWELL COUNTY,N/A,N/A,467144.0,0.3532,0.0,,,,,Austin_CALDWELL COUNTY_N/A_N/A,2024,Q,2,614839.0,0.268,,37262.0,1,,-24.0,32.0,-3726200.0
CBRE,2022,Q,4,Austin,CBD,N/A,Industrial,26776.0,0.0,,,,,,Austin_CBD_N/A_Industrial,,,,,,,,,,,,
CBRE,2023,Q,1,Austin,CEDAR PARK,N/A,Industrial,7306872.0,0.025,29277.0,149000.0,9.78,,,Austin_CEDAR PARK_N/A_Industrial,,,,,,,,,,,,
CBRE,2023,Q,2,Austin,CEDAR PARK,N/A,Industrial,7306872.0,0.025,29277.0,112660.0,19.16,,,Austin_CEDAR PARK_N/A_Industrial,2023,Q,1,7306872.0,0.025,9.78,29277.0,1,96.0,0.0,0.0,0.0
CBRE,2023,Q,4,Austin,CEDAR PARK,N/A,Industrial,7356049.0,0.04,15132.0,321120.0,18.8,,,Austin_CEDAR PARK_N/A_Industrial,2023,Q,2,7306872.0,0.025,19.16,29277.0,2,-2.0,1.0,60.0,-1414500.0
CBRE,2024,Q,1,Austin,CEDAR PARK,N/A,Industrial,7356049.0,0.05,-68588.0,570549.0,18.51,,,Austin_CEDAR PARK_N/A_Industrial,2023,Q,4,7356049.0,0.04,18.8,15132.0,1,-2.0,0.0,25.0,-8372000.0
CBRE,2024,Q,2,Austin,CEDAR PARK,N/A,N/A,7145606.0,0.059,13228.0,503437.0,17.94,,,Austin_CEDAR PARK_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Austin,CEDAR PARK,N/A,N/A,5144424.0,0.1359,21477.0,229977.0,18.15,271689.0,,Austin_CEDAR PARK_N/A_N/A,2024,Q,2,7145606.0,0.059,17.94,13228.0,1,1.0,-28.000000000000004,130.0,824900.0
CBRE,2022,Q,4,Austin,CENTRAL,N/A,Industrial,1237275.0,0.08,-4600.0,,17.24,,,Austin_CENTRAL_N/A_Industrial,,,,,,,,,,,,
CBRE,2023,Q,1,Austin,CENTRAL,N/A,Industrial,1737426.0,0.074,-7759.0,,16.48,,,Austin_CENTRAL_N/A_Industrial,2022,Q,4,1237275.0,0.08,17.24,-4600.0,1,-4.0,40.0,-8.0,-315900.0
CBRE,2023,Q,2,Austin,CENTRAL,N/A,Industrial,1737426.0,0.069,7612.0,,16.21,,,Austin_CENTRAL_N/A_Industrial,2023,Q,1,1737426.0,0.074,16.48,-7759.0,1,-2.0,0.0,-7.000000000000001,1537100.0
CBRE,2023,Q,4,Austin,CENTRAL,N/A,Industrial,1737426.0,0.066,4952.0,,16.64,,,Austin_CENTRAL_N/A_Industrial,2023,Q,2,1737426.0,0.069,16.21,7612.0,2,3.0,0.0,-4.0,-266000.0
CBRE,2024,Q,1,Austin,CENTRAL,N/A,Industrial,1728330.0,0.076,-13181.0,,16.63,,,Austin_CENTRAL_N/A_Industrial,2023,Q,4,1737426.0,0.066,16.64,4952.0,1,-0.0,-1.0,15.0,-1813300.0
CBRE,2024,Q,2,Austin,CENTRAL,N/A,N/A,1584121.0,0.09,-17352.0,,11.36,,,Austin_CENTRAL_N/A_N/A,,,,,,,,,,,,
CBRE,2024,Q,3,Austin,CENTRAL,N/A,N/A,1399905.0,0.0565,62236.0,,11.98,,,Austin_CENTRAL_N/A_N/A,2024,Q,2,1584121.0,0.09,11.36,-17352.0,1,5.0,-12.0,-37.0,7958800.0
CBRE,2025,Q,1,Austin,Caldwell County,N/A,Industrial,750476.0,0.22,0.0,62360.0,,62360.0,,Austin_Caldwell County_N/A_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Austin,Caldwell County,N/A,Industrial,750476.0,0.22,0.0,62360.0,,0.0,,Austin_Caldwell County_N/A_Industrial,2025,Q,1,750476.0,0.22,,0.0,1,,0.0,0.0,0.0
CBRE,2024,Q,4,Austin,Caldwell County,N/A,Total Industrial,750476.0,0.22,0.0,0.0,,,,Austin_Caldwell County_N/A_Total Industrial,,,,,,,,,,,,
CBRE,2025,Q,1,Austin,Cedar Park,N/A,Industrial,5408135.0,0.17,-51194.0,0.0,17.06,179955.0,,Austin_Cedar Park_N/A_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Austin,Cedar Park,N/A,Industrial,5408135.0,0.165,50880.0,0.0,17.03,0.0,,Austin_Cedar Park_N/A_Industrial,2025,Q,1,5408135.0,0.17,17.06,-51194.0,1,-0.0,0.0,-3.0,10207400.0
CBRE,2024,Q,4,Austin,Cedar Park,N/A,Total Industrial,5178027.0,0.136,-47138.0,229977.0,17.74,0.0,,Austin_Cedar Park_N/A_Total Industrial,,,,,,,,,,,,
CBRE,2025,Q,1,Austin,Central,N/A,Industrial,1408670.0,0.069,-19181.0,0.0,16.43,0.0,,Austin_Central_N/A_Industrial,,,,,,,,,,,,
CBRE,2025,Q,2,Austin,Central,N/A,Industrial,1365522.0,0.077,-25024.0,0.0,12.0,0.0,,Austin_Central_N/A_Industrial,2025,Q,1,1408670.0,0.069,16.43,-19181.0,1,-27.0,-3.0,12.0,-584300.0
CBRE,2024,Q,4,Austin,Central,N/A,Total Industrial,1408670.0,0.055,1656.0,0.0,18.34,0.0,,Austin_Central_N/A_Total Industrial,,,,,,,,,,,,
CBRE,2022,Q,4,Austin,EAST,N/A,Industrial,2822163.0,0.07,48950.0,,14.17,84094.0,,Austin_EAST_N/A_Industrial,,,,,,,,,,,,
CBRE,2023,Q,1,Austin,EAST,N/A,Industrial,9500486.0,0.021,36659.0,288199.0,11.23,120337.0,,Austin_EAST_N/A_Industrial,2022,Q,4,2822163.0,0.07,14.17,48950.0,1,-21.0,237.0,-70.0,-1229100.0
